Gene stable ID	Gene name	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Gene type
FBgn0011817	nmo	3L	7979046	8054147	1	protein_coding
FBgn0033683	CG18343	2R	12138695	12139324	1	protein_coding
FBgn0015570	alpha-Est2	3R	7541810	7545230	1	protein_coding
FBgn0275433	lncRNA:CR46265	3R	18719623	18719998	1	ncRNA
FBgn0267725	asRNA:CR46058	3R	15402982	15403707	1	ncRNA
FBgn0266811	lncRNA:CR45273	2R	17131045	17131552	-1	ncRNA
FBgn0267966	asRNA:CR46246	3L	9597171	9598375	-1	ncRNA
FBgn0004372	aly	3L	3024129	3026521	-1	protein_coding
FBgn0026064	KP78a	3R	11346294	11353131	-1	protein_coding
FBgn0063377	snoRNA:Me28S-A1666a	2R	17699932	17700004	1	snoRNA
FBgn0052160	lncRNA:CR32160	3L	16308940	16311318	1	ncRNA
FBgn0037620	ranshi	3R	8728367	8729693	-1	protein_coding
FBgn0263618	lncRNA:CR43627	3L	4929295	4931138	-1	ncRNA
FBgn0262406	let-7	2L	18472034	18472111	1	pre_miRNA
FBgn0040092	lectin-46Cb	2R	9815510	9816600	1	protein_coding
FBgn0050390	Sgf29	2R	21292239	21293646	-1	protein_coding
FBgn0036236	CG6931	3L	11990736	11992000	1	protein_coding
FBgn0013685	mt:ND6	mitochondrion_genome	9971	10495	1	protein_coding
FBgn0014857	His3.3A	2L	5055058	5056149	1	protein_coding
FBgn0026084	cib	X	4106113	4110981	1	protein_coding
FBgn0051647	lncRNA:CR31647	2L	5435582	5439277	-1	ncRNA
FBgn0005642	wdn	3R	28807983	28811337	-1	protein_coding
FBgn0031257	CG4133	2L	455531	458745	1	protein_coding
FBgn0267787	lncRNA:CR46118	3R	31345139	31345746	1	ncRNA
FBgn0033741	CG8545	2R	12468651	12471722	1	protein_coding
FBgn0028926	NC2beta	2L	15007813	15008538	1	protein_coding
FBgn0030675	CG8191	X	15732178	15733663	1	protein_coding
FBgn0267542	asRNA:CR45882	3L	11668211	11668877	1	ncRNA
FBgn0085444	mute	2R	16948296	16955266	-1	protein_coding
FBgn0000416	Sap-r	3R	30883464	30889062	-1	protein_coding
FBgn0036440	CG17177	3L	14697313	14701678	-1	protein_coding
FBgn0054011	CG34011	2L	5716701	5718067	1	protein_coding
FBgn0000592	Est-6	3L	12188818	12190705	1	protein_coding
FBgn0028734	Fmr1	3R	10101420	10110121	-1	protein_coding
FBgn0265662	lncRNA:CR44469	X	790284	790566	-1	ncRNA
FBgn0265890	lncRNA:CR44679	3L	20104503	20105544	1	ncRNA
FBgn0264309	CG43784	X	19957548	19958342	-1	protein_coding
FBgn0035957	CG5144	3L	9047439	9048724	1	protein_coding
FBgn0011771	Hem	3L	22284354	22288195	-1	protein_coding
FBgn0262170	CG42878	2R	19587372	19587763	1	protein_coding
FBgn0037650	CG11977	3R	8997697	8998678	1	protein_coding
FBgn0262200	mir-962	2L	5641298	5641389	1	pre_miRNA
FBgn0052354	CG32354	3L	8415857	8422205	-1	protein_coding
FBgn0266590	lncRNA:CR45115	3L	6865449	6866439	-1	ncRNA
FBgn0265786	lncRNA:CR44575	2L	5809702	5810216	1	ncRNA
FBgn0085235	CG34206	2R	22163738	22164594	-1	protein_coding
FBgn0026259	eIF5B	3L	3428658	3460977	-1	protein_coding
FBgn0053853	His2A:CG33853	2L	21518655	21519147	1	protein_coding
FBgn0030595	CG14406	X	14909873	14910845	-1	protein_coding
FBgn0034139	CG4927	2R	16572082	16574154	1	protein_coding
FBgn0013725	phyl	2R	14427336	14432337	-1	protein_coding
FBgn0039776	PH4alphaEFB	3R	30466050	30485799	1	protein_coding
FBgn0010282	TfIIFalpha	3R	6380467	6382604	1	protein_coding
FBgn0037579	COX7AL	3R	8343669	8344310	1	protein_coding
FBgn0262412	mir-1008	2R	10885533	10885589	1	pre_miRNA
FBgn0265254	lncRNA:CR44268	2L	23173073	23173465	1	ncRNA
FBgn0262260	mir-2282	3L	3412145	3412251	-1	pre_miRNA
FBgn0264787	lncRNA:CR44017	3R	6408978	6409578	-1	ncRNA
FBgn0034291	CG5770	2R	18044046	18045073	-1	protein_coding
FBgn0085260	CG34231	2R	11986008	11987653	1	protein_coding
FBgn0083036	snoRNA:Psi18S-525c	2L	20418834	20418967	1	snoRNA
FBgn0020518	snoRNA:Me28S-G764	3L	22869545	22869622	-1	snoRNA
FBgn0036985	zye	3L	20413604	20424309	1	protein_coding
FBgn0263774	CG43691	2R	13389495	13393361	-1	protein_coding
FBgn0026252	msk	3L	8116179	8121579	1	protein_coding
FBgn0085311	CG34282	3R	18695252	18695995	1	protein_coding
FBgn0011944	tRNA:Pro-TGG-1-1	3R	17618110	17618181	-1	tRNA
FBgn0031589	CG3714	2L	4189340	4198071	-1	protein_coding
FBgn0032719	CG17321	2L	18845184	18855110	1	protein_coding
FBgn0053849	His1:CG33849	2L	21511728	21512750	1	protein_coding
FBgn0264435	lncRNA:CR43853	2L	15119783	15120819	1	ncRNA
FBgn0034476	Toll-7	2R	19826578	19832973	1	protein_coding
FBgn0030742	CG9919	X	16328437	16330759	-1	protein_coding
FBgn0260997	CG42598	3L	26354140	26371356	-1	protein_coding
FBgn0263770	CR43687	2R	18401846	18402297	1	pseudogene
FBgn0010786	l(3)02640	3L	1334889	1339415	1	protein_coding
FBgn0038325	Atg4b	3R	15353720	15356924	-1	protein_coding
FBgn0038281	RpL10Aa	3R	15037366	15038149	1	protein_coding
FBgn0259230	lectin-22C	2L	2036409	2037265	-1	protein_coding
FBgn0050222	CG30222	2R	21583492	21585368	1	protein_coding
FBgn0259841	Su(Ste):CR42410	Y	1016352	1017835	-1	ncRNA
FBgn0036889	CG14100	3L	19589072	19590524	-1	protein_coding
FBgn0050267	asRNA:CR30267	2R	22756165	22758995	1	ncRNA
FBgn0037731	CG18542	3R	9685760	9687141	1	protein_coding
FBgn0064119	CG33934	3R	20042757	20048716	1	protein_coding
FBgn0263377	asRNA:CR43429	2R	15682569	15684933	-1	ncRNA
FBgn0054003	NimB3	2L	13967464	13967985	-1	protein_coding
FBgn0052187	CG32187	3L	17804916	17806365	-1	protein_coding
FBgn0035845	CG13675	3L	8160315	8165518	-1	protein_coding
FBgn0013672	mt:ATPase6	mitochondrion_genome	4062	4736	1	protein_coding
FBgn0250815	Jon65Aiv	3L	6039155	6040135	1	protein_coding
FBgn0052361	tRNA:Leu-CAG-1-5	3L	8065643	8065725	-1	tRNA
FBgn0260225	CR42499	X	3793464	3794660	1	pseudogene
FBgn0031694	Cyp4ac2	2L	5266392	5268455	1	protein_coding
FBgn0035640	mad2	3L	5812135	5813093	-1	protein_coding
FBgn0033113	Spn42Dc	2R	6880995	6883407	1	protein_coding
FBgn0024285	Srp54	2L	9912911	9915044	1	protein_coding
FBgn0034472	CG8517	2R	19714076	19714868	1	protein_coding
FBgn0038890	CG7956	3R	21520928	21528598	1	protein_coding
FBgn0052847	CG32847	3L	15121572	15122301	1	protein_coding
FBgn0040238	Best1	3R	10161464	10170487	-1	protein_coding
FBgn0284221	Sema5c	3L	12067511	12081830	-1	protein_coding
FBgn0082953	snoRNA:Psi28S-612	3L	9429374	9429518	-1	snoRNA
FBgn0266598	Kmn2	3R	8000548	8001309	-1	protein_coding
FBgn0286036	sisRNA:CR46358	3R	4639789	4640004	-1	ncRNA
FBgn0263449	asRNA:CR43472	3R	16168348	16169154	-1	ncRNA
FBgn0010830	l(3)04053	3L	22738602	22741388	-1	protein_coding
FBgn0004567	slp2	2L	3836840	3839185	1	protein_coding
FBgn0011361	ND-ACP	3L	1329949	1331631	1	protein_coding
FBgn0030969	Usp39	X	18858203	18860072	1	protein_coding
FBgn0034990	CG11406	2R	24202091	24208203	-1	protein_coding
FBgn0032434	CG5421	2L	12446080	12448132	-1	protein_coding
FBgn0015575	alpha-Est7	3R	7519563	7523753	-1	protein_coding
FBgn0033770	wuc	2R	12700081	12700851	1	protein_coding
FBgn0033813	fsd	2R	13230583	13231663	1	protein_coding
FBgn0031697	CG14024	2L	5311311	5314895	-1	protein_coding
FBgn0033955	CG12866	2R	14668391	14671675	1	protein_coding
FBgn0051213	CG31213	3R	19972898	19979569	1	protein_coding
FBgn0037415	Osi8	3R	6255175	6256602	1	protein_coding
FBgn0032586	Tpr2	2L	16491540	16507621	1	protein_coding
FBgn0033897	Rcd1	2R	14148263	14153123	-1	protein_coding
FBgn0033031	CG8245	2R	5668383	5669986	1	protein_coding
FBgn0032377	CG14937	2L	11792412	11794086	-1	protein_coding
FBgn0261974	snoRNA:Or-CD9b	2R	24186062	24186152	1	snoRNA
FBgn0026533	Dek	2R	16856220	16861738	1	protein_coding
FBgn0037773	CG5359	3R	9999771	10001276	-1	protein_coding
FBgn0053798	CG33798	2R	12993897	12994622	1	protein_coding
FBgn0039201	CG13617	3R	24515278	24518128	1	protein_coding
FBgn0003514	sqh	X	6223061	6225140	-1	protein_coding
FBgn0020646	Lcp65APsi	3L	6148353	6148615	1	pseudogene
FBgn0033911	VGAT	2R	14198478	14201249	-1	protein_coding
FBgn0267782	lncRNA:CR46113	3R	30272762	30273555	-1	ncRNA
FBgn0031902	Wnt6	2L	7333714	7352542	1	protein_coding
FBgn0035875	Cpr66Cb	3L	8336672	8338595	1	protein_coding
FBgn0036494	Toll-6	3L	15336692	15344315	1	protein_coding
FBgn0039461	CG5500	3R	26876630	26880459	1	protein_coding
FBgn0036831	CG6839	3L	18917581	18919259	1	protein_coding
FBgn0053380	5SrRNA:CR33380	2R	19756141	19756275	-1	rRNA
FBgn0015286	Rala	X	3704610	3719635	-1	protein_coding
FBgn0083013	snoRNA:Psi28S-1060	X	6742852	6743001	-1	snoRNA
FBgn0035056	spz6	2R	24757378	24760466	1	protein_coding
FBgn0261556	CG42674	3L	20149614	20198317	-1	protein_coding
FBgn0002525	Lam	2L	5542480	5546642	1	protein_coding
FBgn0032072	CG9483	2L	8866767	8867686	1	protein_coding
FBgn0010408	RpS9	3L	9509793	9511531	-1	protein_coding
FBgn0031378	CG15362	2L	1981176	1982099	1	protein_coding
FBgn0265546	lncRNA:CR44396	2L	17245856	17246617	-1	ncRNA
FBgn0051451	lncRNA:CR31451	3R	23983503	23985065	1	ncRNA
FBgn0004784	inaC	2R	16898535	16901575	1	protein_coding
FBgn0050365	spaw	2R	8359466	8362156	-1	protein_coding
FBgn0261837	pre-mod(mdg4)-T	3R	21360176	21362131	1	protein_coding
FBgn0036553	CG17027	3L	15980100	15981888	1	protein_coding
FBgn0263613	lncRNA:CR43622	2R	15049775	15050355	-1	ncRNA
FBgn0035508	CG15005	3L	4200825	4204339	-1	protein_coding
FBgn0015032	Cyp4c3	3R	30894038	30900688	1	protein_coding
FBgn0024987	ssx	X	1370580	1375257	1	protein_coding
FBgn0000276	CecA1	3R	30210874	30211273	1	protein_coding
FBgn0263658	lncRNA:CR43649	2L	608340	609134	-1	ncRNA
FBgn0259977	Tdc1	2R	6677001	6680391	-1	protein_coding
FBgn0031602	CG15431	2L	4403992	4441282	-1	protein_coding
FBgn0035295	Cnb	3L	1947565	1950262	1	protein_coding
FBgn0260229	Mocs2A	3R	25125632	25127359	-1	protein_coding
FBgn0086533	snoRNA:Me18S-C419	3L	27267954	27268023	1	snoRNA
FBgn0033069	eIF3f2	2R	6200853	6201956	1	protein_coding
FBgn0035255	RabX5	3L	1668901	1670108	-1	protein_coding
FBgn0266200	lncRNA:CR44895	X	6744879	6746423	1	ncRNA
FBgn0015402	ksr	3R	5478390	5483906	-1	protein_coding
FBgn0036698	CG7724	3L	17055613	17058533	1	protein_coding
FBgn0037477	CG14610	3R	7143729	7144295	-1	protein_coding
FBgn0029552	CG14631	X	1012035	1012624	1	protein_coding
FBgn0015075	Ddx1	3L	22263369	22266017	1	protein_coding
FBgn0052026	CG32026	3L	8836462	8838843	1	protein_coding
FBgn0037684	Srr	3R	9365398	9367763	1	protein_coding
FBgn0040801	CG13053	3L	16259037	16259722	-1	protein_coding
FBgn0030647	CG6324	X	15476091	15481722	1	protein_coding
FBgn0003475	spir	2L	20311219	20348386	1	protein_coding
FBgn0031431	CG3515	2L	2551145	2552825	-1	protein_coding
FBgn0040732	CG16926	2R	19500295	19501418	-1	protein_coding
FBgn0031312	Tango14	2L	1158661	1160220	1	protein_coding
FBgn0038047	CG5245	3R	12429560	12431235	1	protein_coding
FBgn0267984	asRNA:CR46251	3L	12806687	12808545	-1	ncRNA
FBgn0265835	CG44624	2R	20234995	20235345	1	protein_coding
FBgn0013987	MAPk-Ak2	X	5759908	5764203	-1	protein_coding
FBgn0035933	CG13309	3L	8810395	8811265	1	protein_coding
FBgn0038727	CG7432	3R	19665007	19670827	1	protein_coding
FBgn0053879	His4:CG33879	2L	21509422	21509834	-1	protein_coding
FBgn0032863	Cdc23	2L	20459342	20461729	1	protein_coding
FBgn0035260	CG7991	3L	1674709	1715541	1	protein_coding
FBgn0030830	CG5172	X	17221442	17222651	1	protein_coding
FBgn0033987	ckn	2R	14963292	14980795	1	protein_coding
FBgn0261053	Cad86C	3R	10827079	10849030	1	protein_coding
FBgn0031357	mRpL48	2L	1710462	1711465	1	protein_coding
FBgn0267527	asRNA:CR45867	3L	8055801	8056208	1	ncRNA
FBgn0261848	CG42780	X	7331265	7332191	-1	protein_coding
FBgn0003867	tsl	3R	21778114	21782536	-1	protein_coding
FBgn0034755	CG3746	2R	22648995	22649750	-1	protein_coding
FBgn0028360	Cdc7	X	6654541	6659709	1	protein_coding
FBgn0004190	snRNA:U6:96Ac	3R	24557215	24557321	1	snRNA
FBgn0263973	jv	3L	6563197	6589479	-1	protein_coding
FBgn0040298	Myt1	3L	5777476	5779591	-1	protein_coding
FBgn0052633	CG32633	X	13561671	13563359	1	protein_coding
FBgn0039008	CG6972	3R	22702007	22704338	1	protein_coding
FBgn0035916	GAPsec	3L	8622039	8623901	-1	protein_coding
FBgn0037395	CG10280	3R	6010573	6011932	-1	protein_coding
FBgn0053422	5SrRNA:CR33422	2R	19740664	19740798	-1	rRNA
FBgn0085459	CG34430	2R	7943442	7944475	1	protein_coding
FBgn0033934	CG17385	2R	14409295	14411572	-1	protein_coding
FBgn0262986	CG43294	3L	11958291	11958909	1	protein_coding
FBgn0262000	CG42818	2L	16241939	16245559	1	protein_coding
FBgn0266690	lncRNA:CR45180	3L	25708177	25709251	1	ncRNA
FBgn0259918	inaF-B	X	11724668	11732770	-1	protein_coding
FBgn0065102	snmRNA:184	2R	21335510	21335544	1	ncRNA
FBgn0053543	CG33543	2L	1997102	2006313	-1	protein_coding
FBgn0033889	CG6701	2R	13972984	13980165	-1	protein_coding
FBgn0263560	mir-4987	2L	10840345	10840476	-1	pre_miRNA
FBgn0003938	snRNA:U5:63BC	3L	3090801	3090923	1	snRNA
FBgn0032879	CarT	2L	20727151	20730282	-1	protein_coding
FBgn0265945	lncRNA:CR44732	2L	14428612	14430822	-1	ncRNA
FBgn0001092	Gapdh2	X	15868145	15869661	1	protein_coding
FBgn0016081	fry	3L	9631834	9679103	-1	protein_coding
FBgn0031693	Cyp4ac1	2L	5264001	5265899	1	protein_coding
FBgn0030798	CG13003	X	16844807	16876544	-1	protein_coding
FBgn0263470	snoRNA:Tudor-SN-a	3L	259970	260280	-1	snoRNA
FBgn0036659	CG9701	3L	16733546	16739364	1	protein_coding
FBgn0035227	Iml1	3L	1523414	1534034	-1	protein_coding
FBgn0053428	5SrRNA:CR33428	2R	19738452	19738586	-1	rRNA
FBgn0261839	pre-mod(mdg4)-Y	3R	21365609	21368279	1	protein_coding
FBgn0035551	CG7465	3L	4480283	4481487	1	protein_coding
FBgn0037235	CG1103	3R	4337755	4339914	1	protein_coding
FBgn0265625	CG44433	2R	18684230	18686775	-1	protein_coding
FBgn0085790	CR41507	Y	3026761	3028019	-1	pseudogene
FBgn0036441	CG13476	3L	14705464	14706157	1	protein_coding
FBgn0036599	CG13044	3L	16302490	16303178	-1	protein_coding
FBgn0083992	Mkp	3L	182522	184540	-1	protein_coding
FBgn0039030	CG6660	3R	22923352	22924525	1	protein_coding
FBgn0033998	row	2R	15206527	15213634	-1	protein_coding
FBgn0085206	CG34177	2L	4433908	4435057	1	protein_coding
FBgn0036446	CG9384	3L	14762028	14767703	1	protein_coding
FBgn0035149	MED30	3L	652987	654089	-1	protein_coding
FBgn0028517	CG18478	2L	15670174	15671223	1	protein_coding
FBgn0004618	gl	3R	18367927	18372738	-1	protein_coding
FBgn0035267	CG13921	3L	1746907	1752390	1	protein_coding
FBgn0052082	IRSp53	3L	11136049	11163984	1	protein_coding
FBgn0261854	aPKC	2R	14944458	14962969	-1	protein_coding
FBgn0052667	ssp7	X	11139762	11140263	-1	protein_coding
FBgn0053871	His4:CG33871	2L	21529242	21529769	-1	protein_coding
FBgn0085385	bma	3L	9908120	9967298	1	protein_coding
FBgn0003248	Rh2	3R	18899423	18901019	1	protein_coding
FBgn0002938	ninaC	2L	7377702	7384344	1	protein_coding
FBgn0052819	CG32819	X	21617889	21621104	-1	protein_coding
FBgn0040395	Unc-76	X	2080610	2093948	1	protein_coding
FBgn0265902	lncRNA:CR44691	X	17828096	17831094	-1	ncRNA
FBgn0264903	CG44094	3R	14576331	14576611	-1	protein_coding
FBgn0031844	CG13771	2L	6662061	6663612	-1	protein_coding
FBgn0014427	CG11899	3R	29200454	29201770	1	protein_coding
FBgn0031968	CG7231	2L	7983946	7986785	1	protein_coding
FBgn0003034	SP	3L	13301635	13301922	1	protein_coding
FBgn0038214	CG9616	3R	14244804	14245471	-1	protein_coding
FBgn0051703	CG31703	2L	22102626	22104401	-1	protein_coding
FBgn0263841	CG43702	3L	21298675	21299063	1	protein_coding
FBgn0038079	NijC	3R	12695129	12697379	1	protein_coding
FBgn0042146	CG18823	X	990518	991184	1	protein_coding
FBgn0265414	lncRNA:CR44326	2L	6985961	6986750	1	ncRNA
FBgn0037501	Ir84a	3R	7406869	7409384	1	protein_coding
FBgn0035977	PGRP-LF	3L	9349609	9351489	1	protein_coding
FBgn0002921	Atpalpha	3R	20948714	20976239	1	protein_coding
FBgn0042102	CG18745	3R	7783843	7786119	-1	protein_coding
FBgn0039705	Atg16	3R	29827281	29835101	-1	protein_coding
FBgn0015793	Rab19	3L	8297018	8298506	1	protein_coding
FBgn0085396	CG34367	2L	10347851	10353905	-1	protein_coding
FBgn0003149	Prm	3L	8732858	8745310	-1	protein_coding
FBgn0026679	IntS4	X	8555239	8558781	-1	protein_coding
FBgn0010265	RpS13	2L	8363477	8364662	-1	protein_coding
FBgn0267312	lncRNA:CR45748	3L	12889352	12889638	-1	ncRNA
FBgn0038568	CG14315	3R	18158701	18159471	1	protein_coding
FBgn0261041	stj	2R	13805794	13819571	1	protein_coding
FBgn0267803	asRNA:CR46128	3R	7537842	7541279	1	ncRNA
FBgn0265614	lncRNA:CR44432	2R	19258895	19259745	-1	ncRNA
FBgn0053198	pen-2	2R	18277439	18278762	1	protein_coding
FBgn0033233	Kdm4A	2R	7922775	7924988	-1	protein_coding
FBgn0267686	lncRNA:CR46022	3R	14528386	14529056	1	ncRNA
FBgn0004926	eIF2beta	3L	12525093	12526731	-1	protein_coding
FBgn0063386	snoRNA:Me18S-A28a	2R	17703102	17703168	1	snoRNA
FBgn0266971	lncRNA:CR45422	3L	3891646	3891963	-1	ncRNA
FBgn0267578	lncRNA:CR45918	2R	9310329	9313237	-1	ncRNA
FBgn0267923	lncRNA:CR46204	2L	17450494	17452384	1	ncRNA
FBgn0042199	CG13713	3L	4697601	4698058	1	protein_coding
FBgn0037140	SLC22A	3L	21934704	21938636	1	protein_coding
FBgn0038150	yellow-e3	3R	13403423	13404870	-1	protein_coding
FBgn0030477	dmrt11E	X	13368191	13370472	1	protein_coding
FBgn0052441	CG32441	3L	21574131	21575874	1	protein_coding
FBgn0037188	CG7369	3L	22741793	22748614	1	protein_coding
FBgn0267495	asRNA:CR45185	X	10044909	10048156	-1	ncRNA
FBgn0263555	mir-4943	2L	16528375	16528491	-1	pre_miRNA
FBgn0037556	CG9636	3R	8240747	8243792	-1	protein_coding
FBgn0032833	COX4	2L	19958713	19960065	1	protein_coding
FBgn0039261	Ythdf	3R	25033876	25039249	-1	protein_coding
FBgn0039366	CG17198	3R	25773334	25775369	-1	protein_coding
FBgn0262990	lncRNA:CR43298	X	4001210	4001607	-1	ncRNA
FBgn0037294	CG12590	3R	5159612	5160901	1	protein_coding
FBgn0038290	CG6912	3R	15135138	15137004	-1	protein_coding
FBgn0050289	CG30289	2R	21520413	21521848	-1	protein_coding
FBgn0034128	CG4409	2R	16443211	16444845	1	protein_coding
FBgn0264296	CG43774	2L	4008653	4009090	1	protein_coding
FBgn0263598	Vha68-2	2L	12974322	12978607	1	protein_coding
FBgn0267007	lncRNA:CR45451	2L	3851951	3852604	1	ncRNA
FBgn0283501	lncRNA:CR46115	3R	30697380	30704118	1	ncRNA
FBgn0033166	Eaf	2R	7396850	7407819	-1	protein_coding
FBgn0052262	CG32262	3L	3809146	3810196	-1	protein_coding
FBgn0051010	CG31010	3R	30704762	30706121	-1	protein_coding
FBgn0039648	CG14515	3R	29197556	29199211	1	protein_coding
FBgn0085234	CG34205	2R	22130112	22131299	-1	protein_coding
FBgn0035104	CG13875	3L	179923	182535	1	protein_coding
FBgn0039107	CG10300	3R	23711527	23713313	1	protein_coding
FBgn0036015	CG3088	3L	9600490	9601325	-1	protein_coding
FBgn0263402	CG43448	3R	30237094	30237734	-1	protein_coding
FBgn0033038	CG7791	2R	5758065	5760407	-1	protein_coding
FBgn0034901	CG11300	2R	23751915	23752495	1	protein_coding
FBgn0265764	lncRNA:CR44571	2R	19860195	19860695	1	ncRNA
FBgn0037671	ATP6AP2	3R	9260638	9262590	1	protein_coding
FBgn0037236	Skp2	3R	4334879	4337674	-1	protein_coding
FBgn0037714	CG9396	3R	9570414	9571623	-1	protein_coding
FBgn0030949	Cyp308a1	X	18709865	18711638	1	protein_coding
FBgn0028836	CSN7	2R	8421033	8428577	1	protein_coding
FBgn0010417	Taf6	3L	19599088	19601382	1	protein_coding
FBgn0052452	CG32452	3L	22717728	22719943	1	protein_coding
FBgn0053255	CR33255	3L	19423758	19424146	1	pseudogene
FBgn0039802	dj-1beta	3R	30807117	30807978	1	protein_coding
FBgn0029906	xit	X	6821016	6822840	1	protein_coding
FBgn0037167	CG11425	3L	22474795	22475792	1	protein_coding
FBgn0028482	bdl	2L	4324554	4331830	1	protein_coding
FBgn0003701	thr	2R	17861273	17865963	-1	protein_coding
FBgn0036929	CG7668	3L	20002736	20004834	1	protein_coding
FBgn0285958	Fuca	3L	11518798	11522713	-1	protein_coding
FBgn0262434	mir-11	3R	21622497	21622571	-1	pre_miRNA
FBgn0039396	CCAP-R	3R	25923499	25956270	-1	protein_coding
FBgn0263484	snoRNA:Pi4KIIalpha-a	3R	5559878	5560038	-1	snoRNA
FBgn0051028	CG31028	3R	30166631	30171207	-1	protein_coding
FBgn0031118	RhoGAP19D	X	20469955	20510694	-1	protein_coding
FBgn0034694	CG6613	2R	22103177	22105963	1	protein_coding
FBgn0052644	Mur11Da	X	12967888	12970056	1	protein_coding
FBgn0029761	SK	X	5340236	5405138	1	protein_coding
FBgn0035856	CG13679	3L	8202792	8203345	1	protein_coding
FBgn0263441	asRNA:CR43464	2L	2000058	2003935	1	ncRNA
FBgn0036374	Spt20	3L	13502707	13511541	1	protein_coding
FBgn0039846	PNPase	3R	31401560	31405452	-1	protein_coding
FBgn0266769	lncRNA:CR45234	3L	18196172	18196932	1	ncRNA
FBgn0260987	vtd	3L	27136525	27157999	1	protein_coding
FBgn0003011	ort	3R	19659748	19663672	1	protein_coding
FBgn0265712	lncRNA:CR44519	3L	5501102	5501469	-1	ncRNA
FBgn0038880	SIFaR	3R	21276664	21293998	-1	protein_coding
FBgn0039114	Lsd-1	3R	23763857	23766662	1	protein_coding
FBgn0052364	tut	3L	8209577	8210743	-1	protein_coding
FBgn0263401	CG43447	3R	27440312	27440845	1	protein_coding
FBgn0086679	p	3R	8660903	8670684	-1	protein_coding
FBgn0010412	RpS19a	X	16637894	16639249	1	protein_coding
FBgn0083950	side-VI	3R	10972381	11050175	1	protein_coding
FBgn0029726	CG15471	X	4782201	4782789	-1	protein_coding
FBgn0266101	CG44838	3L	9461050	9475475	1	protein_coding
FBgn0267546	asRNA:CR45886	3L	13379142	13379654	-1	ncRNA
FBgn0026573	ADD1	2R	11970686	11977721	1	protein_coding
FBgn0035028	Start1	2R	24574559	24577676	1	protein_coding
FBgn0038872	Nelf-A	3R	21223704	21229512	1	protein_coding
FBgn0267385	PyK	3R	22367536	22372746	1	protein_coding
FBgn0261704	CG42740	3R	30418767	30422971	-1	protein_coding
FBgn0039182	CG5728	3R	24328455	24333316	-1	protein_coding
FBgn0284084	wg	2L	7307159	7316265	1	protein_coding
FBgn0034548	CG13443	2R	20773687	20775364	1	protein_coding
FBgn0038846	CG5697	3R	21015949	21017120	1	protein_coding
FBgn0284250	Oaz	2R	14435899	14465881	1	protein_coding
FBgn0082932	snoRNA:Me28S-G1083d	2R	24185562	24185644	1	snoRNA
FBgn0265788	lncRNA:CR44577	2L	5887204	5887989	-1	ncRNA
FBgn0027335	Rip11	X	18635642	18647648	-1	protein_coding
FBgn0027094	AlaRS	2L	8378262	8381764	-1	protein_coding
FBgn0040773	COX7C	2R	10048353	10050066	1	protein_coding
FBgn0030645	Alg14	X	15472164	15472859	1	protein_coding
FBgn0267097	lncRNA:CR45537	X	8835306	8836724	1	ncRNA
FBgn0065108	ppk16	2L	9771155	9775030	-1	protein_coding
FBgn0266749	lncRNA:CR45222	3R	17638778	17639627	1	ncRNA
FBgn0266327	asRNA:CR44992	2L	8703475	8705450	1	ncRNA
FBgn0052248	CG32248	3L	4471749	4472438	1	protein_coding
FBgn0266207	lncRNA:CR44902	2L	18278653	18279475	-1	ncRNA
FBgn0031725	DIP-eta	2L	5601723	5617946	-1	protein_coding
FBgn0003159	CG2841	X	2344949	2366356	-1	protein_coding
FBgn0030215	CG15296	X	10565842	10566591	-1	protein_coding
FBgn0053902	His2B:CG33902	2L	21452211	21452805	-1	protein_coding
FBgn0032492	Prosalpha6T	2L	13232039	13233058	1	protein_coding
FBgn0032120	CG33298	2L	9495474	9520696	1	protein_coding
FBgn0011761	dhd	X	5312171	5313125	1	protein_coding
